16, 18
[floor1]
0 ,0 ,0 ,0 ,0 ,0 ,0 , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0 ,A1,0 ,0 ,0 ,0 ,0 , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0 ,0 ,0 ,0 ,0 ,0 ,0 , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0 ,0 ,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1, 0, 0
0 ,0 ,-1,0 ,0 ,0 ,0 , 0, 0, 0, 0, 0, 0, 0, 0,-1, 0, 0
0 ,0 ,-1,0 ,0 ,0 ,0 , 0, 0, 0, 0, 0, 0, 0, 0,-1, 0, 0
0 ,0 ,-1,0 ,0 ,0 ,0 , 0, 0, 0, 0, 0, 0, 0, 0,-1, 0, 0
0 ,0 ,-1,0 ,0 ,0 ,0 , 0, 0, 0, 0, 0, 0, 0, 0,-1, 0, 0
0 ,0 ,D2,0 ,0 ,0 ,0 , 0, 0, 0, 0, 0, 0, 0, 0,-1, 0, 0
0 ,0 ,-1,0 ,0 ,0 ,0 , 0, 0, 0, 0, 0, 0, 0, 0,D3, 0, 0
0 ,0 ,-1,0 ,0 ,0 ,0 ,-1,-1,-1,-1,-1,-1,-1,-1,-1, 0, 0
0 ,0 ,-1,0 ,0 ,0 ,0 ,-1,K2, 0, 0, 0, 0, 0, 0, 0, 0, 0
0 ,0 ,-1,0 ,K1,0 ,0 ,-1, 0, 0, 0, 0, 0, 0, 0,-1,D1,-1
0 ,0 ,-1,0 ,0 ,0 ,0 ,-1, 0, 0, 0, 0, 0, 0, 0,-1, 0, 0
0 ,0 ,-1,-1,-1,-1,-1,-1, 0, 0, 0, 0, 0, 0, 0,-1, 0,T1
0 ,0 ,0 ,0 ,0 ,0 ,0 ,K3, 0, 0, 0, 0, 0, 0, 0,-1, 0, 0
