20,20
[floor1]
-1,-1,-1,-1,-1,-1,-1,-1,A1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,0,0,0,0,0,0,0,0,-1,0,0,0,-1,0,0,0,0,0,-1
-1,0,-1,-1,-1,-1,-1,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1
-1,0,0,0,-1,0,0,-1,0,0,0,-1,0,0,0,-1,0,-1,0,-1
-1,0,-1,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,-1
-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,-1
-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,-1,0,-1,-1,-1
-1,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,-1
-1,0,-1,0,-1,-1,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,0,-1
-1,0,-1,0,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,0,-1
-1,0,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0,-1,0,-1,0,-1,-1,-1
-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,-1
-1,0,-1,0,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,0,-1,0,-1
-1,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,-1,0,-1
-1,0,-1,-1,-1,-1,-1,0,-1,0,0,0,0,-1,0,-1,0,-1,0,-1
-1,0,-1,0,0,0,-1,0,-1,-1,-1,-1,-1,-1,0,-1,0,-1,0,-1
-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,-1
-1,0,-1,0,-1,0,-1,-1,0,-1,0,-1,-1,-1,-1,-1,-1,-1,0,-1
-1,0,0,0,-1,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,-1
-1,-1,-1,-1,-1,-1,-1,-1,T1,0,0,0,0,0,0,0,0,0,0,0
